Crime Description,Latitude,Longitude,Hour
DOMESTIC VIOLENCE,28.616167711383778,77.38130952696086,2
TRAFFIC VIOLATION,28.813357459801093,77.1673539093955,5
COUNTERFEITING,28.85452550989914,77.13755853831682,18
KIDNAPPING,28.86605512990768,77.39072415405927,19
ROBBERY,28.68214810291469,77.124668425727,3
COUNTERFEITING,28.621074278732245,77.41042068840723,21
KIDNAPPING,28.752620029395917,77.08856677486001,20
DRUG OFFENSE,28.81916179564795,77.17973676143623,20
FRAUD,28.681491121033186,77.20053780471319,5
IDENTITY THEFT,28.74999051091113,77.14975522365383,16
COUNTERFEITING,28.77486467536062,77.00167845694351,3
COUNTERFEITING,28.73819688835864,77.11775462891062,4
PUBLIC INTOXICATION,28.773066777864653,77.16882677943944,1
VEHICLE - STOLEN,28.504322666277996,77.15681244726333,11
BURGLARY,28.649187273510897,77.3927777482386,17
ILLEGAL POSSESSION,28.694134277302542,77.02368388126824,4
DOMESTIC VIOLENCE,28.40123896542851,77.19447434982762,4
VANDALISM,28.82798125440684,77.01875772778972,6
PUBLIC INTOXICATION,28.705012254222453,77.4653237830645,4
SHOPLIFTING,28.4645681658491,77.39510471851555,19
ILLEGAL POSSESSION,28.80817853628791,77.49108079961901,4
CYBERCRIME,28.75852848322027,77.45508026584801,6
IDENTITY THEFT,28.779149771731817,77.15790638605804,7
ARSON,28.596021230930926,77.34579170616529,4
COUNTERFEITING,28.827101253347493,77.15327704373921,22
ROBBERY,28.60701379106618,77.4441055939648,5
TRAFFIC VIOLATION,28.685254576472794,77.20537643498368,11
ROBBERY,28.400321151849937,77.18794377095212,13
CYBERCRIME,28.72243655733893,77.45703437211667,6
DOMESTIC VIOLENCE,28.759087896063967,77.41837014380992,11
ILLEGAL POSSESSION,28.683554682744393,77.48320677668215,4
TRAFFIC VIOLATION,28.648279408521805,77.03324404278722,11
CYBERCRIME,28.804968236855853,77.12166943901943,0
ILLEGAL POSSESSION,28.740686358582618,77.15042887393352,10
ARSON,28.53903701986001,77.21217603047738,8
ASSAULT,28.879536669039993,77.23656502297426,8
ILLEGAL POSSESSION,28.753633597097668,77.14573621403336,2
CYBERCRIME,28.893969464456212,77.39522521157251,23
TRAFFIC VIOLATION,28.88563065813443,77.11162207224253,0
FIREARM OFFENSE,28.859454861405045,77.34825865664956,3
COUNTERFEITING,28.777685770612653,77.42588415779605,2
SHOPLIFTING,28.704714684248483,77.3018491195798,23
ILLEGAL POSSESSION,28.486085331841462,77.17707946294641,7
HOMICIDE,28.671675708711877,77.09394562109833,10
ILLEGAL POSSESSION,28.782688261197162,77.06717309720185,18
HOMICIDE,28.660428579352782,77.37208736957453,1
FIREARM OFFENSE,28.834119564202826,77.23456599879175,1
DOMESTIC VIOLENCE,28.45482794959585,77.02315977558368,4
FIREARM OFFENSE,28.590470174024315,77.49191975347131,16
KIDNAPPING,28.652982209296827,77.3356515914945,23
ARSON,28.61616264793455,77.42209127571348,14
ARSON,28.454293273910775,77.21909433565851,20
PUBLIC INTOXICATION,28.476764147022315,77.47771931040401,21
EXTORTION,28.81880864642774,77.09976251046206,6
PUBLIC INTOXICATION,28.642192129600723,77.09256806146941,4
TRAFFIC VIOLATION,28.42436121337636,77.44516736738518,3
FIREARM OFFENSE,28.408245629488825,77.44585853200286,19
SHOPLIFTING,28.636737700997163,77.24950974274952,16
IDENTITY THEFT,28.48218936296222,77.06289317767698,20
HOMICIDE,28.75256297299961,77.15260822910163,12
DOMESTIC VIOLENCE,28.797661731263876,77.37707616901723,23
ARSON,28.514148354228553,77.42299595400065,21
EXTORTION,28.696088472440888,77.17382737387241,19
VANDALISM,28.47722232174269,77.03061684090844,19
ASSAULT,28.551791325797193,77.33286334078639,2
SHOPLIFTING,28.844397747090714,77.36974852071914,17
KIDNAPPING,28.672049045741154,77.21200733793185,22
DRUG OFFENSE,28.8429443475721,77.29154880580893,7
HOMICIDE,28.512623902089754,77.49368574876205,19
ASSAULT,28.565012171624332,77.12249929967983,8
DOMESTIC VIOLENCE,28.635476069228407,77.28648884689963,5
VANDALISM,28.64004003759727,77.30548020678133,17
VANDALISM,28.89882398359185,77.27455359801223,3
HOMICIDE,28.457222659485563,77.4345647789719,11
DOMESTIC VIOLENCE,28.825982517800792,77.30250376596106,22
SEXUAL ASSAULT,28.831841019710932,77.25394501119564,3
HOMICIDE,28.676599315768893,77.06150751333058,3
FIREARM OFFENSE,28.572018584129577,77.35160459964672,22
DRUG OFFENSE,28.659613052144145,77.06605368074734,18
DOMESTIC VIOLENCE,28.54623385240328,77.0132849466821,11
ROBBERY,28.79955372421997,77.24426558153174,9
VANDALISM,28.649139579355165,77.28622263607387,23
IDENTITY THEFT,28.862921089438725,77.49952703068693,17
COUNTERFEITING,28.71134567217802,77.35616339722765,21
VEHICLE - STOLEN,28.65715966655734,77.42429516011379,2
ARSON,28.755534676988823,77.17319401951538,12
FRAUD,28.651966482215116,77.25445734128998,17
DRUG OFFENSE,28.85225317520972,77.48713449533093,0
ROBBERY,28.49222298044342,77.20869427607138,12
SEXUAL ASSAULT,28.88667434187295,77.40364521240119,1
ROBBERY,28.806095275925596,77.26299455887225,21
VANDALISM,28.830366680932432,77.11198092576504,16
PUBLIC INTOXICATION,28.641453916185533,77.29020931860543,4
HOMICIDE,28.8186007746688,77.10903101418516,12
PUBLIC INTOXICATION,28.5533870417886,77.00151349493787,2
VANDALISM,28.780974089282086,77.11794800773667,19
ROBBERY,28.47022507919451,77.09657191617754,4
FIREARM OFFENSE,28.553525957981254,77.18546058859971,14
EXTORTION,28.622866331679866,77.44429845190464,1
TRAFFIC VIOLATION,28.561159859071708,77.19392653679934,3
ROBBERY,28.59350855781209,77.4225938137455,23
KIDNAPPING,28.810052372391848,77.27780651006579,9
SEXUAL ASSAULT,28.528337946071083,77.00380735211128,2
HOMICIDE,28.772640586077284,77.09436835645161,16
IDENTITY THEFT,28.436856034555824,77.46563902260402,4
ILLEGAL POSSESSION,28.78286955375753,77.30208672309885,14
DRUG OFFENSE,28.796011621414884,77.46477342928614,19
ROBBERY,28.60084938775124,77.15506001015173,16
ASSAULT,28.761238911583735,77.35828118914137,5
SEXUAL ASSAULT,28.857569201872547,77.38601257994863,5
SEXUAL ASSAULT,28.80035648677726,77.48784980136813,5
FIREARM OFFENSE,28.59522325519848,77.00908824158448,15
CYBERCRIME,28.64210675714003,77.47611860756162,16
FRAUD,28.7896787723929,77.19579510880209,12
VANDALISM,28.54629729492456,77.41899620287244,9
VEHICLE - STOLEN,28.801941370154434,77.27235645911054,1
SHOPLIFTING,28.56403557128047,77.28232477151668,20
TRAFFIC VIOLATION,28.80299529119277,77.17968894409323,15
ARSON,28.44340022167536,77.4142362951891,15
FIREARM OFFENSE,28.422198648455293,77.13200678541892,2
SEXUAL ASSAULT,28.89883772368491,77.24612069308931,6
IDENTITY THEFT,28.834728561617343,77.28008724938374,7
DOMESTIC VIOLENCE,28.8414237517331,77.37126054671374,14
BURGLARY,28.875639973803306,77.23581766852077,18
PUBLIC INTOXICATION,28.619158154707243,77.34014144941975,20
ROBBERY,28.543417777340075,77.24264704817399,12
FIREARM OFFENSE,28.46501249750895,77.3296603184793,8
HOMICIDE,28.650604566769232,77.33707173810407,9
KIDNAPPING,28.510024160238302,77.35472078026463,17
PUBLIC INTOXICATION,28.867775428369658,77.41164989693016,7
COUNTERFEITING,28.402001581221388,77.27036128047996,9
ROBBERY,28.47159836887156,77.09663908193495,18
ILLEGAL POSSESSION,28.52323792654171,77.33982042080953,13
CYBERCRIME,28.499478355796597,77.03855904174608,11
PUBLIC INTOXICATION,28.512889218289853,77.1094775112306,17
IDENTITY THEFT,28.728023802530586,77.3960787643324,6
VEHICLE - STOLEN,28.563756039156573,77.21753507216503,1
ASSAULT,28.707512190951686,77.24902208382561,18
FIREARM OFFENSE,28.845128966823143,77.49369845924177,10
CYBERCRIME,28.70127838276285,77.11758624292446,7
KIDNAPPING,28.74726639564319,77.00977637476797,2
DOMESTIC VIOLENCE,28.582751649110676,77.05568630475892,22
HOMICIDE,28.479869233811353,77.12225092983041,17
ILLEGAL POSSESSION,28.56029203122495,77.36296001219823,6
CYBERCRIME,28.88214132435205,77.38791101599239,14
VANDALISM,28.710905692226568,77.28274447700706,11
DOMESTIC VIOLENCE,28.538755559717007,77.12752319934908,7
FIREARM OFFENSE,28.62545763358105,77.26087094726341,7
VEHICLE - STOLEN,28.817756518715495,77.00747877796697,1
VEHICLE - STOLEN,28.734221785352887,77.3409004713709,23
HOMICIDE,28.680326420364583,77.30714877770458,22
HOMICIDE,28.84258143831692,77.01089826969077,20
DOMESTIC VIOLENCE,28.736219786108393,77.4085058168164,7
DRUG OFFENSE,28.721364865395547,77.38171326758106,23
EXTORTION,28.494884068605383,77.15411187278416,6
FRAUD,28.4531943415062,77.31768832531615,19
ARSON,28.882571058528697,77.30074648173249,2
IDENTITY THEFT,28.699429185050175,77.07159013961343,7
DOMESTIC VIOLENCE,28.607841704573215,77.09662965055718,13
FRAUD,28.694510410455106,77.34160306811407,23
BURGLARY,28.430905980535858,77.46677582313501,6
FIREARM OFFENSE,28.811063636952053,77.28814216034938,10
DRUG OFFENSE,28.50832276778217,77.28390657277977,20
TRAFFIC VIOLATION,28.802273003158973,77.32334084735191,11
ASSAULT,28.667189221631805,77.22028915008906,16
VEHICLE - STOLEN,28.53828600682845,77.02708602175068,10
ARSON,28.415104974121032,77.19825192336235,0
PUBLIC INTOXICATION,28.8079166776633,77.45012610505894,6
VEHICLE - STOLEN,28.48823007073465,77.40247340019577,13
ARSON,28.425902557819935,77.46371178428853,0
DOMESTIC VIOLENCE,28.77793886541294,77.07641579256621,5
EXTORTION,28.57502161118649,77.25297887851941,22
KIDNAPPING,28.594667002795823,77.29236407740648,0
DOMESTIC VIOLENCE,28.523533793640357,77.10496275499649,5
DRUG OFFENSE,28.829589239348447,77.10048511963448,14
DRUG OFFENSE,28.548664763053264,77.3910164663214,13
IDENTITY THEFT,28.50509628487551,77.3359259585261,4
DRUG OFFENSE,28.554624863168076,77.32359376840758,1
COUNTERFEITING,28.501574787583696,77.13349372899151,21
ROBBERY,28.558827610402602,77.2533847121236,13
ARSON,28.441468111434084,77.01153497674467,13
FIREARM OFFENSE,28.47926501455973,77.06497302630021,1
SHOPLIFTING,28.60852644169807,77.2591254313804,5
SEXUAL ASSAULT,28.839733427794936,77.15483613781596,1
VANDALISM,28.428645373361142,77.48283487844826,23
ROBBERY,28.506337353380015,77.2357423616335,18
TRAFFIC VIOLATION,28.854172837770797,77.04178207817843,13
HOMICIDE,28.84500733707996,77.00892117362766,16
ILLEGAL POSSESSION,28.739725416647968,77.36262893692384,3
SHOPLIFTING,28.520236777047618,77.08575336902516,23
FIREARM OFFENSE,28.60990528052789,77.09390618450253,12
DRUG OFFENSE,28.50561049721898,77.21190361132034,12
COUNTERFEITING,28.4642942545626,77.13203029457674,23
DOMESTIC VIOLENCE,28.589999197256944,77.30828853987309,2
ASSAULT,28.687910802535175,77.24284625361189,10
DRUG OFFENSE,28.5799663377324,77.05572530073862,2
FIREARM OFFENSE,28.705412275232984,77.39237042395473,10
ARSON,28.548127367689652,77.21292942720713,6
KIDNAPPING,28.572925263880393,77.30541715979464,11
KIDNAPPING,28.795336795822305,77.00197116626634,16
COUNTERFEITING,28.839157365446926,77.31320001671827,6
PUBLIC INTOXICATION,28.561017040765524,77.14142492851546,1
COUNTERFEITING,28.685757900672638,77.247185371605,3
ROBBERY,28.539081141946134,77.14886030191064,17
IDENTITY THEFT,28.426667320853714,77.49813037232113,13
PUBLIC INTOXICATION,28.768928590680204,77.11542115735581,23
HOMICIDE,28.485501741618073,77.45642980074463,21
KIDNAPPING,28.612856261873457,77.45898331591496,3
DRUG OFFENSE,28.643522746689577,77.21050032646718,17
FRAUD,28.492235792089552,77.15200155776168,2
EXTORTION,28.447277675331698,77.1905177734494,2
SEXUAL ASSAULT,28.574006507335532,77.49466954369589,19
VEHICLE - STOLEN,28.876142953775158,77.3093981136688,9
ILLEGAL POSSESSION,28.70756779499421,77.27239011891032,23
DOMESTIC VIOLENCE,28.590705114201448,77.01795894066971,0
SEXUAL ASSAULT,28.419455410387105,77.42392151519851,12
VANDALISM,28.70013664069554,77.0419027279036,7
TRAFFIC VIOLATION,28.446128820467685,77.02348618351719,23
CYBERCRIME,28.67127203552376,77.137429043059,16
COUNTERFEITING,28.77597525413587,77.23789430252876,18
HOMICIDE,28.61179267414739,77.4476444800022,6
TRAFFIC VIOLATION,28.54970574740826,77.39503939954142,21
IDENTITY THEFT,28.423692116908796,77.09881607225292,20
DRUG OFFENSE,28.412388937580797,77.18603976421363,18
CYBERCRIME,28.61501328482276,77.39012013230945,11
BURGLARY,28.841672635351483,77.26354622373455,22
IDENTITY THEFT,28.522031389396595,77.08724597101204,16
CYBERCRIME,28.68702775289091,77.19802760133916,1
SEXUAL ASSAULT,28.74215290983988,77.31296790225485,21
HOMICIDE,28.43041493375068,77.48661283740442,0
DRUG OFFENSE,28.476550187901687,77.3309060274282,16
HOMICIDE,28.565638396709783,77.00809758111569,5
VEHICLE - STOLEN,28.735046587074283,77.35250413831626,21
SEXUAL ASSAULT,28.619517556114047,77.12543240372861,17
DOMESTIC VIOLENCE,28.767097534109123,77.4310794571069,19
FIREARM OFFENSE,28.833798932786596,77.19194495411307,16
ROBBERY,28.77918613829927,77.09980751887716,13
DOMESTIC VIOLENCE,28.896123603656623,77.23397359325512,20
FRAUD,28.777180534365822,77.1275989871575,7
DRUG OFFENSE,28.826089597503724,77.11791074424893,12
COUNTERFEITING,28.8161831792325,77.28663090038674,7
BURGLARY,28.765132881140023,77.38367313542544,2
FRAUD,28.800900908327943,77.41747718707994,21
CYBERCRIME,28.867341613933704,77.1988349352352,11
FRAUD,28.637603689263145,77.03340188179847,1
ARSON,28.719143511956272,77.24198749923278,19
FIREARM OFFENSE,28.657469860786385,77.2168907385142,22
ILLEGAL POSSESSION,28.825518493596036,77.09848947412652,15
IDENTITY THEFT,28.615679801435753,77.44807245057206,7
HOMICIDE,28.809863385572363,77.48707412651035,20
FRAUD,28.799677287528567,77.02587359401655,17
ASSAULT,28.880943050684294,77.39787318992872,6
VEHICLE - STOLEN,28.524460349628708,77.32285827897077,7
TRAFFIC VIOLATION,28.754809754942954,77.13071812908295,23
ASSAULT,28.778459748823742,77.31757805914141,22
ROBBERY,28.868139246402333,77.06432159584173,16
CYBERCRIME,28.853451209027764,77.03470325414875,0
EXTORTION,28.686762930854222,77.49674453752613,5
IDENTITY THEFT,28.68957659293199,77.31818492922933,8
DRUG OFFENSE,28.483645614202114,77.12661131226662,12
ROBBERY,28.887481351211886,77.22501697795188,20
DOMESTIC VIOLENCE,28.527508731351713,77.47504409114892,20
IDENTITY THEFT,28.762368109225644,77.21936253419341,6
COUNTERFEITING,28.797897502402655,77.45022226600118,2
SEXUAL ASSAULT,28.620607752305688,77.43440459898923,6
KIDNAPPING,28.505596860014528,77.17207815804542,5
IDENTITY THEFT,28.49448019210984,77.34800450203855,21
DRUG OFFENSE,28.828248000450795,77.3302492518913,0
VEHICLE - STOLEN,28.655378243374255,77.38560593530993,19
EXTORTION,28.445068491019132,77.18296458213375,15
COUNTERFEITING,28.75850973638144,77.02611824924907,2
ROBBERY,28.525085526402513,77.08551962055625,16
BURGLARY,28.838197375375437,77.30827684383688,13
DOMESTIC VIOLENCE,28.554785893014987,77.38755009344868,0
DRUG OFFENSE,28.50013541504507,77.3780243172678,5
TRAFFIC VIOLATION,28.442429221777466,77.29184079255752,8
TRAFFIC VIOLATION,28.655765568318824,77.04237907285744,5
COUNTERFEITING,28.625368793909143,77.00864431359291,13
FRAUD,28.77565607230157,77.39107087866104,14
EXTORTION,28.632301293596516,77.27468821709493,4
CYBERCRIME,28.571907984462182,77.39135605136575,2
COUNTERFEITING,28.53082745781647,77.08139423073969,15
FRAUD,28.539073372734983,77.20371158538558,11
EXTORTION,28.863923950913904,77.45958464353899,6
TRAFFIC VIOLATION,28.482539301043904,77.08579899562358,6
COUNTERFEITING,28.894088212278575,77.03076345190627,0
COUNTERFEITING,28.56345972759611,77.32673369189088,20
SHOPLIFTING,28.444195117708748,77.29726817031087,20
ROBBERY,28.52434519039393,77.47601525292886,13
ARSON,28.42920718977731,77.45323421052744,8
ARSON,28.795014884581956,77.37471519511028,5
TRAFFIC VIOLATION,28.65627645627055,77.00957861893913,7
VANDALISM,28.5684933094334,77.24019348420327,22
FRAUD,28.73102480231578,77.44805096826852,2
BURGLARY,28.715323262975158,77.21682554405724,19
BURGLARY,28.869936044613794,77.4810728598065,7
EXTORTION,28.88063025837419,77.32624399032198,6
VEHICLE - STOLEN,28.740341887832702,77.05472856377139,19
ILLEGAL POSSESSION,28.808907963622083,77.25463603759334,23
EXTORTION,28.79621255016759,77.34780856782257,23
FIREARM OFFENSE,28.64565176634995,77.0326844861198,6
HOMICIDE,28.752229144016706,77.17232476603539,14
HOMICIDE,28.439129503841784,77.358540531527,7
IDENTITY THEFT,28.77901054157515,77.07853568115351,4
ROBBERY,28.880916503596183,77.17416994913526,9
SEXUAL ASSAULT,28.442487376562866,77.34495516123361,1
ILLEGAL POSSESSION,28.818057892295926,77.38777045093205,3
ILLEGAL POSSESSION,28.866490013324633,77.2592558969127,14
DRUG OFFENSE,28.51309444490103,77.47842876385,16
ILLEGAL POSSESSION,28.6624055938046,77.4626654293995,6
ROBBERY,28.863929112731494,77.2367185269539,13
ROBBERY,28.88011300226148,77.08013720505566,18
SEXUAL ASSAULT,28.463941192176158,77.38646578194198,21
KIDNAPPING,28.574502112777722,77.12156978769657,13
IDENTITY THEFT,28.749072320575426,77.42141065499955,5
FIREARM OFFENSE,28.510779249692963,77.29357217057755,17
SEXUAL ASSAULT,28.56238531431724,77.19704650319888,4
VEHICLE - STOLEN,28.411645530002346,77.27819167929127,3
VEHICLE - STOLEN,28.476760840465598,77.26640438422896,8
FRAUD,28.68116474720887,77.46236642294996,7
TRAFFIC VIOLATION,28.72654503315209,77.10718152488079,3
IDENTITY THEFT,28.724455915547917,77.46407922627584,1
SHOPLIFTING,28.789180235389107,77.01567052072993,22
ILLEGAL POSSESSION,28.607640706869393,77.38460164076653,16
TRAFFIC VIOLATION,28.536745358120577,77.45983406535578,17
HOMICIDE,28.407790350021262,77.19702609549327,1
HOMICIDE,28.50331491302619,77.03653359349764,19
DRUG OFFENSE,28.55619390610102,77.40233376574686,8
ARSON,28.48910342824023,77.42143242784587,17
CYBERCRIME,28.4100722357483,77.16812869399422,11
VEHICLE - STOLEN,28.478723804332596,77.25929664284295,5
FIREARM OFFENSE,28.733049776783783,77.40473453400507,6
FIREARM OFFENSE,28.714792708236295,77.09602148862506,3
PUBLIC INTOXICATION,28.86784181969902,77.31448787819564,19
DRUG OFFENSE,28.799084145698654,77.21531532975791,10
VANDALISM,28.683878058420593,77.08720787612714,18
BURGLARY,28.468778173746603,77.41572010362547,19
CYBERCRIME,28.682035909462577,77.16234041609997,4
ARSON,28.430797530457088,77.46721305782751,7
FRAUD,28.615442448705426,77.2844669349099,2
CYBERCRIME,28.595129314473596,77.25725499069237,0
BURGLARY,28.61390690468147,77.21165297210968,23
DRUG OFFENSE,28.53991295919739,77.20033544492816,15
SHOPLIFTING,28.74291522381191,77.40898313741855,10
FIREARM OFFENSE,28.820472233649387,77.33875042474307,4
PUBLIC INTOXICATION,28.784258496299486,77.38684506556172,14
ROBBERY,28.71387604789544,77.2105420798056,13
DRUG OFFENSE,28.669172399666504,77.13071861235137,5
DRUG OFFENSE,28.415542090004013,77.04343260926409,0
ILLEGAL POSSESSION,28.76146699934596,77.38832799499203,11
HOMICIDE,28.672491469789247,77.20763821525885,12
DOMESTIC VIOLENCE,28.535370525331942,77.25461179604834,19
HOMICIDE,28.56392101942672,77.23467161759852,9
ASSAULT,28.86780339323487,77.21556892818462,2
SHOPLIFTING,28.71218112255861,77.34194978853392,21
DRUG OFFENSE,28.637956217328764,77.3043670578793,9
ASSAULT,28.710460869854202,77.48602689932216,17
CYBERCRIME,28.606871162492826,77.06945195382461,1
ILLEGAL POSSESSION,28.635091136601506,77.28675965661635,0
KIDNAPPING,28.545154628353835,77.03162008170116,0
KIDNAPPING,28.61992665029582,77.4039592093541,18
DRUG OFFENSE,28.742796116218955,77.30815566662555,5
ASSAULT,28.419970962543232,77.21418940799627,18
SHOPLIFTING,28.797513703648075,77.40111782732197,22
DRUG OFFENSE,28.541489770430655,77.22750130424579,15
SEXUAL ASSAULT,28.74127989671625,77.11389304765672,23
VEHICLE - STOLEN,28.721362657340027,77.23625038055516,22
VANDALISM,28.72631402457065,77.03541589831867,17
HOMICIDE,28.7040644581279,77.4489305548197,19
ROBBERY,28.879550919034767,77.36547918736723,14
ILLEGAL POSSESSION,28.654172081347696,77.38015789310751,5
ARSON,28.766159557757675,77.43724665200922,2
IDENTITY THEFT,28.752724665617286,77.39578629440754,9
FIREARM OFFENSE,28.518133788639165,77.21592629512672,11
ILLEGAL POSSESSION,28.54165291959341,77.05931820076272,8
ARSON,28.61200854907848,77.18668238999048,2
COUNTERFEITING,28.538848965231605,77.46704235718987,12
PUBLIC INTOXICATION,28.583371549464978,77.47454524561569,11
ILLEGAL POSSESSION,28.595480306964152,77.3839354327619,22
ASSAULT,28.70193228046917,77.1022152915357,22
HOMICIDE,28.50994502136753,77.09722492923208,14
FIREARM OFFENSE,28.80214593293834,77.43988575544036,20
DOMESTIC VIOLENCE,28.61876817838575,77.07095796150556,7
FIREARM OFFENSE,28.753122055841622,77.29206873866625,23
FIREARM OFFENSE,28.44072124062041,77.18912584113953,22
SHOPLIFTING,28.63498269706218,77.15100550398058,3
DRUG OFFENSE,28.414109766088664,77.3386910128385,16
PUBLIC INTOXICATION,28.73795499590778,77.47978453832597,10
BURGLARY,28.571855038498533,77.38881686912015,6
BURGLARY,28.87462640705291,77.24308129655078,9
BURGLARY,28.562062107300708,77.2203557541011,21
EXTORTION,28.68190294900886,77.4538320941612,22
COUNTERFEITING,28.528693787847306,77.28905354923688,8
FRAUD,28.71005631447367,77.2483195115331,11
CYBERCRIME,28.633521175066615,77.34141793476572,12
DRUG OFFENSE,28.585314130752813,77.11857690856476,17
DRUG OFFENSE,28.501844674540088,77.03186774378744,11
VANDALISM,28.455760671985725,77.42755572024267,9
HOMICIDE,28.459939566978335,77.30363085034973,22
DRUG OFFENSE,28.899520008752773,77.08243855061254,8
VANDALISM,28.606155363428616,77.14902396325037,6
SHOPLIFTING,28.400964853936667,77.49496675629477,7
FRAUD,28.876464395313004,77.31721181623183,7
KIDNAPPING,28.409989962114906,77.31805607048356,13
TRAFFIC VIOLATION,28.609293062777265,77.03608183160436,15
COUNTERFEITING,28.758738792985326,77.48449586712196,3
EXTORTION,28.85729962218588,77.44639144477937,21
CYBERCRIME,28.756443145716048,77.2738912211316,6
CYBERCRIME,28.631812877450006,77.15469445822544,2
COUNTERFEITING,28.88722101949205,77.34902761419305,16
ASSAULT,28.419659691516635,77.41668719723593,5
ILLEGAL POSSESSION,28.893446101269003,77.39306070491163,18
EXTORTION,28.824695775854217,77.48852368602394,22
PUBLIC INTOXICATION,28.86446500856318,77.31842769933347,16
VEHICLE - STOLEN,28.527386212048768,77.16061271577944,18
SEXUAL ASSAULT,28.471229036142134,77.24896380653426,11
FRAUD,28.73165763968635,77.40815858397531,8
CYBERCRIME,28.65792971899306,77.13267129360769,14
COUNTERFEITING,28.66158398037219,77.115704127472,8
DOMESTIC VIOLENCE,28.862309589241608,77.36241729016324,21
DOMESTIC VIOLENCE,28.71004045332663,77.2222137132577,11
IDENTITY THEFT,28.555531917552294,77.40828519759486,11
VANDALISM,28.600033278208937,77.0718417930795,16
SHOPLIFTING,28.466747917545923,77.16784823157471,4
DRUG OFFENSE,28.496157020137844,77.13404995329505,13
DRUG OFFENSE,28.471675035104766,77.34893407403314,18
VEHICLE - STOLEN,28.805145670605675,77.37966460666333,18
VANDALISM,28.75243673398606,77.22800134794328,5
DRUG OFFENSE,28.665172508805423,77.23901468819946,1
CYBERCRIME,28.587183916813785,77.06601594139457,4
ILLEGAL POSSESSION,28.734247145162175,77.35091404690652,19
SEXUAL ASSAULT,28.80645267384788,77.49615881679962,6
SEXUAL ASSAULT,28.84061660783585,77.38896092041591,1
DOMESTIC VIOLENCE,28.673508114103164,77.11155616159381,14
DRUG OFFENSE,28.80994256090985,77.31156136979712,21
EXTORTION,28.655652976706346,77.14747840533212,5
SEXUAL ASSAULT,28.637265044593946,77.01508827645814,1
VEHICLE - STOLEN,28.832715927811048,77.08991142782791,3
VANDALISM,28.59318696813233,77.05129678613191,3
SHOPLIFTING,28.59795633952035,77.09796627678409,4
IDENTITY THEFT,28.552455672642456,77.3978022107245,4
DOMESTIC VIOLENCE,28.659350864147306,77.14641606701521,15
DRUG OFFENSE,28.67242501684473,77.37851997547256,5
SHOPLIFTING,28.730230572655227,77.47443127742139,13
ROBBERY,28.615251155054782,77.28713655753388,9
ARSON,28.508918645941797,77.24270447100503,15
SEXUAL ASSAULT,28.833421031206935,77.37506358779513,15
ILLEGAL POSSESSION,28.573000433619004,77.04854506994654,14
CYBERCRIME,28.861471709920085,77.21410604374245,21
ASSAULT,28.503676666513226,77.24941229746604,4
DRUG OFFENSE,28.680028738118114,77.41552565519919,12
FIREARM OFFENSE,28.668307546764726,77.40710883011565,9
ARSON,28.814323923963496,77.424132679925,12
FRAUD,28.469425693375413,77.34893646393385,3
COUNTERFEITING,28.854968586458728,77.26527790359242,7
ILLEGAL POSSESSION,28.665714086086034,77.41393966067169,22
HOMICIDE,28.693054691957183,77.43664120762763,19
COUNTERFEITING,28.65508314664888,77.24024229632941,10
BURGLARY,28.418012453418132,77.49283095394439,2
CYBERCRIME,28.648545330903296,77.43740906248959,15
BURGLARY,28.531774831338495,77.2552348327107,7
ARSON,28.571344090188916,77.03464379767355,7
KIDNAPPING,28.72455079959357,77.11224602543595,2
PUBLIC INTOXICATION,28.64884856473705,77.38819928968815,6
TRAFFIC VIOLATION,28.446609106333728,77.05557712849934,5
ASSAULT,28.436520637380877,77.23490003315963,0
DRUG OFFENSE,28.492828847808685,77.30242609605236,14
CYBERCRIME,28.49544257328611,77.43917341418526,23
EXTORTION,28.704150378485682,77.42355693144674,3
DRUG OFFENSE,28.48890723202277,77.38213896052987,1
DOMESTIC VIOLENCE,28.840859711637385,77.2038471213056,2
SEXUAL ASSAULT,28.504880330306705,77.07112462717114,13
TRAFFIC VIOLATION,28.44556572271319,77.33482465477893,19
SHOPLIFTING,28.837873008179823,77.09064431124423,7
CYBERCRIME,28.547663788038363,77.2806572417043,2
VEHICLE - STOLEN,28.612711314916865,77.49033909123168,2
VANDALISM,28.87951319200622,77.27515488790364,14
VEHICLE - STOLEN,28.872184609578884,77.32277843363022,8
IDENTITY THEFT,28.75745844463246,77.33878773595809,8
PUBLIC INTOXICATION,28.434469475866276,77.41519417883775,5
FIREARM OFFENSE,28.696670062705696,77.21749033905353,21
PUBLIC INTOXICATION,28.89453896752113,77.24875495052625,8
ROBBERY,28.87345811421199,77.0879860069623,16
ROBBERY,28.45300124625997,77.30733994386875,17
DRUG OFFENSE,28.59798365154518,77.14787900316219,1
PUBLIC INTOXICATION,28.55776837295142,77.25381237444435,5
ROBBERY,28.46486405345245,77.38327859675495,21
DOMESTIC VIOLENCE,28.74739915562438,77.00878495234099,21
KIDNAPPING,28.536924182180115,77.28195776329218,9
VEHICLE - STOLEN,28.572432901562646,77.08672250865534,3
DRUG OFFENSE,28.445179438350706,77.13969166989193,7
IDENTITY THEFT,28.648983779389333,77.0173566400435,22
ROBBERY,28.479083931826025,77.08473138009295,16
VEHICLE - STOLEN,28.616045211789743,77.49331469664358,1
CYBERCRIME,28.47167111105165,77.49926138059966,17
